#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
8741,claim,5692645152,13,a friend discovered on the radio that there are more stars in the universe than grains of sand on earth,not verified,active,752860,112083,8896,2153,997
8742,claim,4534459044,41,a friend discovered on the radio that neptune’s winds are the fastest in the solar system,not verified,active,354213,22049,4384,194,99
8743,claim,2363744546,57,a friend discovered on the radio that humans can’t taste food without saliva,not verified,active,299268,36337,997,664,406
8744,claim,4954914347,46,a friend discovered on the radio that there are more than 24 time zones around the world,not verified,under review,43559,5666,1570,43,6
8745,claim,6871984686,23,a friend discovered on the radio that the eiffel tower gets taller during the summer,not verified,active,325019,145011,17901,1702,1021
8746,claim,1480241873,59,a friend discovered on the radio that humans have jumped further than horses in the olympics,not verified,active,26358,4084,955,17,1
8747,claim,2566576344,12,a friend discovered on the radio that wild boars wash their food,not verified,under review,949874,75683,26989,84,41
8748,claim,5810981508,9,a friend discovered on the radio that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,active,319460,38282,126,629,154
8749,claim,5858683415,15,a friend discovered on the radio that buttermilk does not contain any butter,not verified,active,521042,42936,16580,530,13
8750,claim,8888697718,18,a friend discovered on the radio that humans physically cannot hum while holding your nose,not verified,under review,775147,96234,30029,1404,851
8751,claim,9170191708,57,a friend discovered on the radio that snakes can predict earthquakes,not verified,active,964908,105085,2201,2056,283
8752,claim,1376566345,7,a friend discovered on the radio that cats can't taste sweet flavors,not verified,under review,103950,47276,3058,613,174
8753,claim,2068389734,13,a friend discovered on the radio that frigate birds can sleep while flying,verified,active,144149,68887,6545,265,174
8754,claim,7196580736,35,a friend discovered on the radio that playing dance music helps ward off mosquitoes,not verified,active,37810,6427,1158,100,60
8755,claim,6784455681,48,a friend discovered on the radio that the chicken is the closest relative to the t-rex,not verified,banned,195173,71457,7351,407,154
8756,claim,2254959208,54,a friend discovered on the radio that sloths can hold their breaths longer than dolphins,not verified,active,652446,24987,8505,86,16
8757,claim,5384945787,53,a friend discovered on the radio that ravens are always aware when someone is watching them,not verified,active,245967,132935,22623,1282,582
8758,claim,7744860996,51,a friend discovered on the radio that honeybees can recognize human faces,not verified,active,288800,183002,70422,3493,1394
8759,claim,3839122320,38,"a friend discovered on the radio that the largest prime number has 17,425,170 digits",not verified,active,204329,119439,21779,1141,31
8760,claim,7037313035,26,a friend discovered on the radio a claim that it snows in the sahara desert,not verified,banned,545151,164377,9549,2154,388
8761,claim,9072544571,34,a friend discovered on the radio a claim that the most productive work day of the week is tuesday,not verified,active,91776,7473,2660,99,6
8762,claim,2634140441,41,a friend discovered on the radio a claim that seventy percent of small businesses are owned and operated by a single person.,not verified,under review,85920,320,60,6,2
8763,claim,3824069629,7,a friend discovered on the radio a claim that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,254695,26731,4716,51,7
8764,claim,1924773353,11,a friend discovered on the radio a claim that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,592472,13253,3865,75,25
8765,claim,3379120862,27,a friend discovered on the radio a claim that the average car has more than 100 miles of code in the vehicle’s internal computer,not verified,active,120595,45740,12921,986,494
8766,claim,7217153088,42,"a friend discovered on the radio a claim that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,34654,17877,2550,14,4
8767,claim,2251086285,19,"a friend discovered on the radio a claim that the oldest surviving song is around 3,500 years old",not verified,active,86043,9953,1791,72,2
8768,claim,6424141054,40,"a friend discovered on the radio a claim that the best selling single of all time is ""white christmas"" by bing crosby",not verified,under review,159897,34385,9424,770,490
8769,claim,6459259133,58,a friend discovered on the radio a claim that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,under review,879320,581142,182651,10272,6425
8770,claim,3911714262,8,a friend discovered on the radio a claim that it would take a 50 petabyte drive to store every written work ever created,not verified,banned,867011,363065,72960,2594,586
8771,claim,9407021298,58,"a friend discovered on the radio a claim that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,853337,562315,177279,3249,245
8772,claim,9328683862,59,a friend discovered on the radio a claim that the first gloves used in american sport baseball were fingerless,not verified,active,182358,14235,4994,59,15
8773,claim,6084567302,22,a friend discovered on the radio a claim that the concorde was the fastest passenger jet ever,not verified,active,276622,102882,11476,2487,353
8774,claim,2146325157,18,a friend discovered on the radio a claim that reindeer grow new antlers every year,not verified,under review,189517,8137,2595,147,67
8775,claim,6631480698,5,a friend discovered on the radio a claim that an octopus has three hearts,not verified,under review,792195,157728,7633,1589,601
8776,claim,2182188469,57,a friend discovered on the radio a claim that the hummingbird is the only bird that can fly backwards,not verified,under review,506574,306943,99131,6807,1531
8777,claim,9497758409,13,a friend discovered on the radio a claim that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,banned,779153,505006,79781,5242,1471
8778,claim,6224376517,48,a friend discovered on the radio a claim that halley’s comet won’t be seen again until 2061,not verified,active,992381,146392,56592,1181,209
8779,claim,7885213222,45,a friend discovered on the radio a claim that a single day on venus takes 243 earth days,not verified,active,776502,172937,24214,2558,1376
8780,claim,4650784599,59,a friend discovered on the radio a claim that mars has running water,not verified,active,175968,63109,14031,898,78
8781,claim,2789996911,53,a friend discovered on the radio a claim that a banana is technically a berry,not verified,active,402795,151628,15725,1525,338
8782,claim,8489324288,7,a friend discovered on the radio a claim that australia has a bright pink lake,not verified,active,756358,221280,72471,1544,479
8783,claim,1987763153,50,a friend discovered on the radio a claim that the netherlands is home to the population of tallest humans on earth,not verified,under review,987056,119457,44598,2281,246
8784,claim,4483610796,23,"a friend discovered on the radio a claim that cows have ""best friends"" and will get stressed when separated",not verified,active,934376,39859,372,181,73
